Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Customer_Segment,DBSCAN_Cluster
41,2,920.1,3,3,3,9,Potential,0,Regular Customers,0
11,4,1258.08,5,4,4,13,Champion,0,Regular Customers,0
31,1,71.0,4,2,1,7,Potential,0,Regular Customers,0
45,3,95.85,3,4,1,8,Potential,0,Regular Customers,0
61,3,357.77,3,4,2,9,Potential,0,Regular Customers,0
185,2,154.82999999999998,1,3,1,5,At Risk,1,At Risk Customers,0
79,6,877.5600000000001,2,5,3,10,Loyal,0,Regular Customers,0
111,2,716.0,2,3,3,8,Potential,0,Regular Customers,0
64,1,146.87,3,2,1,6,At Risk,0,Regular Customers,0
12,2,380.35,5,3,2,10,Loyal,0,Regular Customers,0
86,3,1030.14,2,4,4,10,Loyal,0,Regular Customers,0
16,3,745.52,4,4,3,11,Loyal,0,Regular Customers,0
246,2,433.53,1,3,2,6,At Risk,1,At Risk Customers,0
88,1,1267.32,2,2,4,8,Potential,0,Regular Customers,0
30,1,112.4,4,2,1,7,Potential,0,Regular Customers,0
138,1,449.73,2,2,2,6,At Risk,0,Regular Customers,0
27,3,1071.49,4,4,4,12,Loyal,0,Regular Customers,0
3,5,1036.58,5,4,4,13,Champion,0,Regular Customers,0
32,4,1735.18,4,4,4,12,Loyal,0,Regular Customers,0
25,1,948.48,4,2,4,10,Loyal,0,Regular Customers,0
113,3,339.44,2,4,2,8,Potential,0,Regular Customers,0
157,1,642.02,2,2,3,7,Potential,1,At Risk Customers,0
85,3,1100.9,2,4,4,10,Loyal,0,Regular Customers,0
118,3,925.35,2,4,3,9,Potential,0,Regular Customers,0
3,9,5655.03,5,5,5,15,Champion,0,Regular Customers,0
96,6,3185.64,2,5,5,12,Loyal,0,Regular Customers,0
194,1,240.89,1,2,1,4,At Risk,1,At Risk Customers,0
28,1,399.09,4,2,2,8,Potential,0,Regular Customers,0
131,1,498.48,2,2,3,7,Potential,0,Regular Customers,0
28,5,1356.33,4,4,4,12,Loyal,0,Regular Customers,0
82,3,1179.89,2,4,4,10,Loyal,0,Regular Customers,0
30,5,3080.39,4,4,5,13,Champion,0,Regular Customers,0
266,1,234.24,1,2,1,4,At Risk,1,At Risk Customers,0
74,11,5232.2300000000005,2,5,5,12,Loyal,0,Regular Customers,0
314,4,533.33,1,4,3,8,Potential,1,At Risk Customers,0
21,7,1461.14,4,5,4,13,Champion,0,Regular Customers,0
59,3,855.45,3,4,3,10,Loyal,0,Regular Customers,0
12,21,4552.14,5,5,5,15,Champion,3,Loyal Customers,0
28,9,2709.7000000000003,4,5,5,14,Champion,0,Regular Customers,0
114,1,304.24,2,2,2,6,At Risk,0,Regular Customers,0
28,9,2429.03,4,5,5,14,Champion,0,Regular Customers,0
18,4,1446.09,4,4,4,12,Loyal,0,Regular Customers,0
18,4,834.12,4,4,3,11,Loyal,0,Regular Customers,0
36,3,841.0799999999999,3,4,3,10,Loyal,0,Regular Customers,0
36,2,378.2,3,3,2,8,Potential,0,Regular Customers,0
78,1,118.8,2,2,1,5,At Risk,0,Regular Customers,0
22,2,287.62,4,3,2,9,Potential,0,Regular Customers,0
25,2,288.91,4,3,2,9,Potential,0,Regular Customers,0
33,2,2003.85,4,3,4,11,Loyal,0,Regular Customers,0
109,3,1405.78,2,4,4,10,Loyal,0,Regular Customers,0
35,2,2747.99,3,3,5,11,Loyal,0,Regular Customers,0
123,5,1562.4,2,4,4,10,Loyal,0,Regular Customers,0
7,6,2050.08,5,5,4,14,Champion,0,Regular Customers,0
28,4,1991.01,4,4,4,12,Loyal,0,Regular Customers,0
4,7,1974.65,5,5,4,14,Champion,0,Regular Customers,0
3,9,3827.76,5,5,5,15,Champion,0,Regular Customers,0
50,4,1774.03,3,4,4,11,Loyal,0,Regular Customers,0
322,1,302.0,1,2,2,5,At Risk,1,At Risk Customers,0
23,3,1324.16,4,4,4,12,Loyal,0,Regular Customers,0
15,4,1022.13,4,4,4,12,Loyal,0,Regular Customers,0
2,8,954.42,5,5,4,14,Champion,0,Regular Customers,0
18,2,971.74,4,3,4,11,Loyal,0,Regular Customers,0
10,4,1621.73,5,4,4,13,Champion,0,Regular Customers,0
262,1,25.5,1,2,1,4,At Risk,1,At Risk Customers,0
159,2,665.78,2,3,3,8,Potential,1,At Risk Customers,0
33,6,10797.48,4,5,5,14,Champion,0,Regular Customers,0
29,6,881.29,4,5,3,12,Loyal,0,Regular Customers,0
165,1,163.29999999999998,2,2,1,5,At Risk,1,At Risk Customers,0
47,1,231.61,3,2,1,6,At Risk,0,Regular Customers,0
6,8,801.12,5,5,3,13,Champion,0,Regular Customers,0
8,3,837.5,5,4,3,12,Loyal,0,Regular Customers,0
288,1,116.2,1,2,1,4,At Risk,1,At Risk Customers,0
318,1,157.02,1,2,1,4,At Risk,1,At Risk Customers,0
3,2,606.91,5,3,3,11,Loyal,0,Regular Customers,0
233,1,307.46,1,2,2,5,At Risk,1,At Risk Customers,0
119,1,138.32,2,2,1,5,At Risk,0,Regular Customers,0
162,1,345.29999999999995,2,2,2,6,At Risk,1,At Risk Customers,0
185,1,294.24,1,2,2,5,At Risk,1,At Risk Customers,0
50,1,230.5,3,2,1,6,At Risk,0,Regular Customers,0
152,5,989.45,2,4,4,10,Loyal,1,At Risk Customers,0
335,1,157.09,1,2,1,4,At Risk,1,At Risk Customers,0
5,5,2463.17,5,4,5,14,Champion,0,Regular Customers,0
16,7,4892.240000000001,4,5,5,14,Champion,0,Regular Customers,0
107,2,413.2,2,3,2,7,Potential,0,Regular Customers,0
16,7,1139.73,4,5,4,13,Champion,0,Regular Customers,0
276,1,380.5,1,2,2,5,At Risk,1,At Risk Customers,0
16,12,10650.77,4,5,5,14,Champion,3,Loyal Customers,0
247,1,454.12,1,2,2,5,At Risk,1,At Risk Customers,0
239,1,579.0,1,2,3,6,At Risk,1,At Risk Customers,0
1,2,984.57,5,3,4,12,Loyal,0,Regular Customers,0
106,3,749.78,2,4,3,9,Potential,0,Regular Customers,0
23,4,1714.59,4,4,4,12,Loyal,0,Regular Customers,0
52,1,124.88,3,2,1,6,At Risk,0,Regular Customers,0
195,3,1689.5,1,4,4,9,Potential,1,At Risk Customers,0
24,1,213.78,4,2,1,7,Potential,0,Regular Customers,0
75,1,329.34,2,2,2,6,At Risk,0,Regular Customers,0
18,2,251.7,4,3,2,9,Potential,0,Regular Customers,0
8,2,319.0,5,3,2,10,Loyal,0,Regular Customers,0
32,3,1266.97,4,4,4,12,Loyal,0,Regular Customers,0
22,3,1538.88,4,4,4,12,Loyal,0,Regular Customers,0
31,6,3518.03,4,5,5,14,Champion,0,Regular Customers,0
29,10,1715.46,4,5,4,13,Champion,0,Regular Customers,0
22,2,293.1,4,3,2,9,Potential,0,Regular Customers,0
33,7,2467.35,4,5,5,14,Champion,0,Regular Customers,0
284,1,158.68,1,2,1,4,At Risk,1,At Risk Customers,0
39,2,206.34,3,3,1,7,Potential,0,Regular Customers,0
58,2,835.78,3,3,3,9,Potential,0,Regular Customers,0
289,1,224.91,1,2,1,4,At Risk,1,At Risk Customers,0
79,1,317.76,2,2,2,6,At Risk,0,Regular Customers,0
5,8,3766.6,5,5,5,15,Champion,0,Regular Customers,0
218,1,59.9,1,2,1,4,At Risk,1,At Risk Customers,0
44,4,1443.69,3,4,4,11,Loyal,0,Regular Customers,0
202,1,306.13,1,2,2,5,At Risk,1,At Risk Customers,0
178,3,711.79,2,4,3,9,Potential,1,At Risk Customers,0
56,4,783.97,3,4,3,10,Loyal,0,Regular Customers,0
57,2,239.92,3,3,1,7,Potential,0,Regular Customers,0
8,6,3347.31,5,5,5,15,Champion,0,Regular Customers,0
47,2,144.0,3,3,1,7,Potential,0,Regular Customers,0
227,1,203.95,1,2,1,4,At Risk,1,At Risk Customers,0
11,7,2474.23,5,5,5,15,Champion,0,Regular Customers,0
106,2,383.75,2,3,2,7,Potential,0,Regular Customers,0
59,2,444.74,3,3,2,8,Potential,0,Regular Customers,0
28,7,2093.68,4,5,5,14,Champion,0,Regular Customers,0
36,7,1699.3000000000002,3,5,4,12,Loyal,0,Regular Customers,0
274,2,262.62,1,3,2,6,At Risk,1,At Risk Customers,0
30,1,1013.01,4,2,4,10,Loyal,0,Regular Customers,0
24,3,692.22,4,4,3,11,Loyal,0,Regular Customers,0
54,1,289.78,3,2,2,7,Potential,0,Regular Customers,0
36,6,3560.08,3,5,5,13,Champion,0,Regular Customers,0
175,4,1564.56,2,4,4,10,Loyal,1,At Risk Customers,0
54,1,384.08,3,2,2,7,Potential,0,Regular Customers,0
53,1,204.24,3,2,1,6,At Risk,0,Regular Customers,0
27,8,2317.2200000000003,4,5,5,14,Champion,0,Regular Customers,0
253,1,226.85,1,2,1,4,At Risk,1,At Risk Customers,0
40,7,2781.23,3,5,5,13,Champion,0,Regular Customers,0
60,6,1059.12,3,5,4,12,Loyal,0,Regular Customers,0
234,1,113.5,1,2,1,4,At Risk,1,At Risk Customers,0
4,10,1951.97,5,5,4,14,Champion,0,Regular Customers,0
32,1,114.23,4,2,1,7,Potential,0,Regular Customers,0
24,14,3187.55,4,5,5,14,Champion,0,Regular Customers,0
7,2,334.48,5,3,2,10,Loyal,0,Regular Customers,0
65,1,328.65,3,2,2,7,Potential,0,Regular Customers,0
310,2,416.89,1,3,2,6,At Risk,1,At Risk Customers,0
309,1,393.49,1,2,2,5,At Risk,1,At Risk Customers,0
19,6,939.32,4,5,4,13,Champion,0,Regular Customers,0
16,8,1906.09,4,5,4,13,Champion,0,Regular Customers,0
96,2,318.76,2,3,2,7,Potential,0,Regular Customers,0
264,8,3638.41,1,5,5,11,Loyal,1,At Risk Customers,0
12,10,3124.72,5,5,5,15,Champion,0,Regular Customers,0
3,2,417.77,5,3,2,10,Loyal,0,Regular Customers,0
35,1,190.88,3,2,1,6,At Risk,0,Regular Customers,0
183,1,149.89,1,2,1,4,At Risk,1,At Risk Customers,0
25,2,550.06,4,3,3,10,Loyal,0,Regular Customers,0
13,6,916.13,5,5,3,13,Champion,0,Regular Customers,0
11,2,314.69,5,3,2,10,Loyal,0,Regular Customers,0
3,17,3719.1,5,5,5,15,Champion,3,Loyal Customers,0
313,1,382.5,1,2,2,5,At Risk,1,At Risk Customers,0
108,2,1135.04,2,3,4,9,Potential,0,Regular Customers,0
1,26,8540.05,5,5,5,15,Champion,3,Loyal Customers,0
53,1,954.9,3,2,4,9,Potential,0,Regular Customers,0
205,1,171.45,1,2,1,4,At Risk,1,At Risk Customers,0
15,1,280.09000000000003,4,2,2,8,Potential,0,Regular Customers,0
120,1,318.65,2,2,2,6,At Risk,0,Regular Customers,0
4,2,381.97,5,3,2,10,Loyal,0,Regular Customers,0
363,1,269.83,1,2,2,5,At Risk,1,At Risk Customers,0
117,2,348.91,2,3,2,7,Potential,0,Regular Customers,0
18,1,178.26,4,2,1,7,Potential,0,Regular Customers,0
5,2,271.19,5,3,2,10,Loyal,0,Regular Customers,0
41,2,291.48,3,3,2,8,Potential,0,Regular Customers,0
107,2,240.0,2,3,1,6,At Risk,0,Regular Customers,0
148,2,581.23,2,3,3,8,Potential,1,At Risk Customers,0
52,5,1253.36,3,4,4,11,Loyal,0,Regular Customers,0
208,1,63.440000000000005,1,2,1,4,At Risk,1,At Risk Customers,0
139,2,550.01,2,3,3,8,Potential,0,Regular Customers,0
2,3,296.58,5,4,2,11,Loyal,0,Regular Customers,0
127,2,317.2,2,3,2,7,Potential,0,Regular Customers,0
108,4,763.64,2,4,3,9,Potential,0,Regular Customers,0
42,4,2148.63,3,4,5,12,Loyal,0,Regular Customers,0
35,1,107.82,3,2,1,6,At Risk,0,Regular Customers,0
228,2,1065.35,1,3,4,8,Potential,1,At Risk Customers,0
241,1,246.04,1,2,1,4,At Risk,1,At Risk Customers,0
58,1,187.83,3,2,1,6,At Risk,0,Regular Customers,0
130,3,1685.46,2,4,4,10,Loyal,0,Regular Customers,0
60,6,1647.48,3,5,4,12,Loyal,0,Regular Customers,0
22,1,151.37,4,2,1,7,Potential,0,Regular Customers,0
26,7,1049.06,4,5,4,13,Champion,0,Regular Customers,0
9,7,1417.63,5,5,4,14,Champion,0,Regular Customers,0
32,3,931.02,4,4,3,11,Loyal,0,Regular Customers,0
4,2,513.01,5,3,3,11,Loyal,0,Regular Customers,0
308,1,550.8000000000001,1,2,3,6,At Risk,1,At Risk Customers,0
8,9,1854.06,5,5,4,14,Champion,0,Regular Customers,0
29,3,547.0,4,4,3,11,Loyal,0,Regular Customers,0
17,1,128.18,4,2,1,7,Potential,0,Regular Customers,0
101,2,498.42,2,3,3,8,Potential,0,Regular Customers,0
12,4,656.61,5,4,3,12,Loyal,0,Regular Customers,0
21,1,163.24,4,2,1,7,Potential,0,Regular Customers,0
15,5,1135.63,4,4,4,12,Loyal,0,Regular Customers,0
361,1,250.04,1,2,2,5,At Risk,1,At Risk Customers,0
11,19,8631.31,5,5,5,15,Champion,3,Loyal Customers,0
95,1,82.75,2,2,1,5,At Risk,0,Regular Customers,0
78,2,1384.85,2,3,4,9,Potential,0,Regular Customers,0
139,3,644.3,2,4,3,9,Potential,0,Regular Customers,0
31,1,2328.84,4,2,5,11,Loyal,0,Regular Customers,0
25,8,2527.92,4,5,5,14,Champion,0,Regular Customers,0
2,38,6281.23,5,5,5,15,Champion,3,Loyal Customers,0
46,3,2600.34,3,4,5,12,Loyal,0,Regular Customers,0
100,3,1200.62,2,4,4,10,Loyal,0,Regular Customers,0
8,2,657.16,5,3,3,11,Loyal,0,Regular Customers,0
15,7,906.52,4,5,3,12,Loyal,0,Regular Customers,0
18,4,986.48,4,4,4,12,Loyal,0,Regular Customers,0
280,1,96.8,1,2,1,4,At Risk,1,At Risk Customers,0
14,2,523.11,4,3,3,10,Loyal,0,Regular Customers,0
23,2,363.9,4,3,2,9,Potential,0,Regular Customers,0
124,1,175.2,2,2,1,5,At Risk,0,Regular Customers,0
86,1,494.25,2,2,3,7,Potential,0,Regular Customers,0
302,2,307.02,1,3,2,6,At Risk,1,At Risk Customers,0
151,4,1981.06,2,4,4,10,Loyal,1,At Risk Customers,0
17,8,6493.54,4,5,5,14,Champion,0,Regular Customers,0
94,2,243.36,2,3,1,6,At Risk,0,Regular Customers,0
30,11,12353.29,4,5,5,14,Champion,3,Loyal Customers,0
157,3,682.29,2,4,3,9,Potential,1,At Risk Customers,0
355,1,193.64,1,2,1,4,At Risk,1,At Risk Customers,0
46,1,157.62,3,2,1,6,At Risk,0,Regular Customers,0
15,4,519.6899999999999,4,4,3,11,Loyal,0,Regular Customers,0
4,15,2622.88,5,5,5,15,Champion,3,Loyal Customers,0
86,1,228.96,2,2,1,5,At Risk,0,Regular Customers,0
15,5,1156.6,4,4,4,12,Loyal,0,Regular Customers,0
179,1,98.25,2,2,1,5,At Risk,1,At Risk Customers,0
8,4,1281.32,5,4,4,13,Champion,0,Regular Customers,0
36,3,587.15,3,4,3,10,Loyal,0,Regular Customers,0
129,2,1740.0,2,3,4,9,Potential,0,Regular Customers,0
51,1,1393.06,3,2,4,9,Potential,0,Regular Customers,0
312,1,178.22,1,2,1,4,At Risk,1,At Risk Customers,0
24,2,384.39,4,3,2,9,Potential,0,Regular Customers,0
303,2,360.81,1,3,2,6,At Risk,1,At Risk Customers,0
11,1,127.86,5,2,1,8,Potential,0,Regular Customers,0
17,3,568.24,4,4,3,11,Loyal,0,Regular Customers,0
49,3,488.2,3,4,3,10,Loyal,0,Regular Customers,0
239,2,312.23,1,3,2,6,At Risk,1,At Risk Customers,0
1,11,4462.68,5,5,5,15,Champion,0,Regular Customers,0
13,8,4767.36,5,5,5,15,Champion,0,Regular Customers,0
238,1,167.55,1,2,1,4,At Risk,1,At Risk Customers,0
23,8,1878.87,4,5,4,13,Champion,0,Regular Customers,0
73,4,446.18,2,4,2,8,Potential,0,Regular Customers,0
17,3,418.4,4,4,2,10,Loyal,0,Regular Customers,0
41,8,1337.18,3,5,4,12,Loyal,0,Regular Customers,0
40,4,646.92,3,4,3,10,Loyal,0,Regular Customers,0
219,2,495.77,1,3,3,7,Potential,1,At Risk Customers,0
199,3,400.1,1,4,2,7,Potential,1,At Risk Customers,0
71,2,203.2,3,3,1,7,Potential,0,Regular Customers,0
24,20,4058.32,4,5,5,14,Champion,3,Loyal Customers,0
11,1,389.72,5,2,2,9,Potential,0,Regular Customers,0
9,29,20275.61,5,5,5,15,Champion,3,Loyal Customers,0
65,1,65.4,3,2,1,6,At Risk,0,Regular Customers,0
4,1,193.39,5,2,1,8,Potential,0,Regular Customers,0
19,2,336.4,4,3,2,9,Potential,0,Regular Customers,0
15,1,256.11,4,2,2,8,Potential,0,Regular Customers,0
8,6,2686.42,5,5,5,15,Champion,0,Regular Customers,0
20,2,746.81,4,3,3,10,Loyal,0,Regular Customers,0
78,4,1259.56,2,4,4,10,Loyal,0,Regular Customers,0
1,34,31833.68,5,5,5,15,Champion,3,Loyal Customers,0
164,2,508.8,2,3,3,8,Potential,1,At Risk Customers,0
307,2,417.27,1,3,2,6,At Risk,1,At Risk Customers,0
219,1,203.87,1,2,1,4,At Risk,1,At Risk Customers,0
39,8,7330.8,3,5,5,13,Champion,0,Regular Customers,0
22,2,681.41,4,3,3,10,Loyal,0,Regular Customers,0
115,3,653.38,2,4,3,9,Potential,0,Regular Customers,0
126,5,2097.84,2,4,5,11,Loyal,0,Regular Customers,0
5,13,2633.85,5,5,5,15,Champion,0,Regular Customers,0
36,1,263.92,3,2,2,7,Potential,0,Regular Customers,0
4,15,31906.82,5,5,5,15,Champion,3,Loyal Customers,-1
1,3,1031.41,5,4,4,13,Champion,0,Regular Customers,0
333,3,2184.42,1,4,5,10,Loyal,1,At Risk Customers,0
163,1,32.65,2,2,1,5,At Risk,1,At Risk Customers,0
185,2,771.85,1,3,3,7,Potential,1,At Risk Customers,0
16,5,1214.72,4,4,4,12,Loyal,0,Regular Customers,0
12,3,778.94,5,4,3,12,Loyal,0,Regular Customers,0
3,7,1258.06,5,5,4,14,Champion,0,Regular Customers,0
44,2,778.0,3,3,3,9,Potential,0,Regular Customers,0
80,1,507.84,2,2,3,7,Potential,0,Regular Customers,0
30,7,6893.42,4,5,5,14,Champion,0,Regular Customers,0
42,2,463.46,3,3,2,8,Potential,0,Regular Customers,0
11,12,4226.57,5,5,5,15,Champion,0,Regular Customers,0
50,3,598.83,3,4,3,10,Loyal,0,Regular Customers,0
16,6,1979.37,4,5,4,13,Champion,0,Regular Customers,0
46,2,698.41,3,3,3,9,Potential,0,Regular Customers,0
19,2,759.17,4,3,3,10,Loyal,0,Regular Customers,0
8,6,5037.26,5,5,5,15,Champion,0,Regular Customers,0
72,1,100.8,3,2,1,6,At Risk,0,Regular Customers,0
1,28,17256.85,5,5,5,15,Champion,3,Loyal Customers,0
128,3,524.9200000000001,2,4,3,9,Potential,0,Regular Customers,0
33,2,265.76,4,3,2,9,Potential,0,Regular Customers,0
313,1,403.3,1,2,2,5,At Risk,1,At Risk Customers,0
18,2,365.76,4,3,2,9,Potential,0,Regular Customers,0
88,1,303.16,2,2,2,6,At Risk,0,Regular Customers,0
2,7,2373.82,5,5,5,15,Champion,0,Regular Customers,0
2,2,216.3,5,3,1,9,Potential,0,Regular Customers,0
254,1,388.4500000000001,1,2,2,5,At Risk,1,At Risk Customers,0
157,3,186.42,2,4,1,7,Potential,1,At Risk Customers,0
37,6,2248.56,3,5,5,13,Champion,0,Regular Customers,0
220,1,534.24,1,2,3,6,At Risk,1,At Risk Customers,0
148,3,2940.04,2,4,5,11,Loyal,1,At Risk Customers,0
177,2,120.9,2,3,1,6,At Risk,1,At Risk Customers,0
40,2,541.53,3,3,3,9,Potential,0,Regular Customers,0
2,7,2519.21,5,5,5,15,Champion,0,Regular Customers,0
8,46,194390.79,5,5,5,15,Champion,2,VIP Customers,-1
1,7,1721.4,5,5,4,14,Champion,0,Regular Customers,0
18,2,486.72,4,3,2,9,Potential,0,Regular Customers,0
192,4,517.53,1,4,3,8,Potential,1,At Risk Customers,0
204,1,131.7,1,2,1,4,At Risk,1,At Risk Customers,0
365,1,249.86,1,2,2,5,At Risk,1,At Risk Customers,0
127,5,1737.7,2,4,4,10,Loyal,0,Regular Customers,0
15,1,316.5,4,2,2,8,Potential,0,Regular Customers,0
43,2,657.3,3,3,3,9,Potential,0,Regular Customers,0
94,6,622.4300000000001,2,5,3,10,Loyal,0,Regular Customers,0
23,3,735.82,4,4,3,11,Loyal,0,Regular Customers,0
60,2,675.69,3,3,3,9,Potential,0,Regular Customers,0
16,5,1875.86,4,4,4,12,Loyal,0,Regular Customers,0
158,1,289.96000000000004,2,2,2,6,At Risk,1,At Risk Customers,0
10,2,763.28,5,3,3,11,Loyal,0,Regular Customers,0
10,2,137.0,5,3,1,9,Potential,0,Regular Customers,0
16,5,1870.97,4,4,4,12,Loyal,0,Regular Customers,0
45,5,1125.07,3,4,4,11,Loyal,0,Regular Customers,0
191,3,697.54,1,4,3,8,Potential,1,At Risk Customers,0
79,1,194.37,2,2,1,5,At Risk,0,Regular Customers,0
78,1,511.82,2,2,3,7,Potential,0,Regular Customers,0
4,4,1255.59,5,4,4,13,Champion,0,Regular Customers,0
65,3,414.04,3,4,2,9,Potential,0,Regular Customers,0
261,1,396.87,1,2,2,5,At Risk,1,At Risk Customers,0
59,2,376.64,3,3,2,8,Potential,0,Regular Customers,0
1,7,2092.32,5,5,5,15,Champion,0,Regular Customers,0
1,10,3558.87,5,5,5,15,Champion,0,Regular Customers,0
248,1,374.57,1,2,2,5,At Risk,1,At Risk Customers,0
8,2,497.56,5,3,3,11,Loyal,0,Regular Customers,0
359,1,271.05,1,2,2,5,At Risk,1,At Risk Customers,0
76,1,272.22,2,2,2,6,At Risk,0,Regular Customers,0
290,1,622.88,1,2,3,6,At Risk,1,At Risk Customers,0
17,3,1138.0,4,4,4,12,Loyal,0,Regular Customers,0
221,2,288.6,1,3,2,6,At Risk,1,At Risk Customers,0
9,4,689.1,5,4,3,12,Loyal,0,Regular Customers,0
3,2,558.96,5,3,3,11,Loyal,0,Regular Customers,0
206,9,2997.03,1,5,5,11,Loyal,1,At Risk Customers,0
162,2,1145.84,2,3,4,9,Potential,1,At Risk Customers,0
76,1,302.2,2,2,2,6,At Risk,0,Regular Customers,0
262,2,605.58,1,3,3,7,Potential,1,At Risk Customers,0
281,1,387.31,1,2,2,5,At Risk,1,At Risk Customers,0
58,8,6083.64,3,5,5,13,Champion,0,Regular Customers,0
25,1,308.48,4,2,2,8,Potential,0,Regular Customers,0
3,31,91062.38,5,5,5,15,Champion,2,VIP Customers,-1
29,10,2924.99,4,5,5,14,Champion,0,Regular Customers,0
72,1,513.2,3,2,3,8,Potential,0,Regular Customers,0
128,1,208.65,2,2,1,5,At Risk,0,Regular Customers,0
31,4,639.02,4,4,3,11,Loyal,0,Regular Customers,0
15,5,764.88,4,4,3,11,Loyal,0,Regular Customers,0
309,1,153.94,1,2,1,4,At Risk,1,At Risk Customers,0
17,6,1844.02,4,5,4,13,Champion,0,Regular Customers,0
54,1,546.81,3,2,3,8,Potential,0,Regular Customers,0
30,3,723.2099999999999,4,4,3,11,Loyal,0,Regular Customers,0
2,5,1070.71,5,4,4,13,Champion,0,Regular Customers,0
11,4,652.74,5,4,3,12,Loyal,0,Regular Customers,0
361,1,145.0,1,2,1,4,At Risk,1,At Risk Customers,0
360,1,422.7000000000001,1,2,2,5,At Risk,1,At Risk Customers,0
5,4,1195.9,5,4,4,13,Champion,0,Regular Customers,0
54,4,939.37,3,4,4,11,Loyal,0,Regular Customers,0
1,8,3628.5,5,5,5,15,Champion,0,Regular Customers,0
1,10,2367.12,5,5,5,15,Champion,0,Regular Customers,0
190,1,296.7,1,2,2,5,At Risk,1,At Risk Customers,0
54,1,223.36,3,2,1,6,At Risk,0,Regular Customers,0
280,1,164.4,1,2,1,4,At Risk,1,At Risk Customers,0
177,1,76.5,2,2,1,5,At Risk,1,At Risk Customers,0
30,2,887.67,4,3,3,10,Loyal,0,Regular Customers,0
26,1,98.42,4,2,1,7,Potential,0,Regular Customers,0
25,2,578.9,4,3,3,10,Loyal,0,Regular Customers,0
270,1,170.75,1,2,1,4,At Risk,1,At Risk Customers,0
43,3,642.32,3,4,3,10,Loyal,0,Regular Customers,0
234,1,103.3,1,2,1,4,At Risk,1,At Risk Customers,0
24,2,148.86,4,3,1,8,Potential,0,Regular Customers,0
197,3,267.16,1,4,2,7,Potential,1,At Risk Customers,0
359,1,290.34,1,2,2,5,At Risk,1,At Risk Customers,0
60,4,930.41,3,4,3,10,Loyal,0,Regular Customers,0
130,1,1487.6,2,2,4,8,Potential,0,Regular Customers,0
1,5,1952.45,5,4,4,13,Champion,0,Regular Customers,0
20,2,480.31,4,3,2,9,Potential,0,Regular Customers,0
206,1,157.9,1,2,1,4,At Risk,1,At Risk Customers,0
14,3,541.46,4,4,3,11,Loyal,0,Regular Customers,0
95,4,854.95,2,4,3,9,Potential,0,Regular Customers,0
19,1,165.12,4,2,1,7,Potential,0,Regular Customers,0
14,7,1122.38,4,5,4,13,Champion,0,Regular Customers,0
24,3,454.01,4,4,2,10,Loyal,0,Regular Customers,0
8,2,869.77,5,3,3,11,Loyal,0,Regular Customers,0
7,8,4331.48,5,5,5,15,Champion,0,Regular Customers,0
332,1,344.14,1,2,2,5,At Risk,1,At Risk Customers,0
50,4,1425.67,3,4,4,11,Loyal,0,Regular Customers,0
71,4,226.75000000000003,3,4,1,8,Potential,0,Regular Customers,0
29,3,380.6,4,4,2,10,Loyal,0,Regular Customers,0
243,1,185.65,1,2,1,4,At Risk,1,At Risk Customers,0
8,19,3564.83,5,5,5,15,Champion,3,Loyal Customers,0
218,1,143.45999999999998,1,2,1,4,At Risk,1,At Risk Customers,0
5,3,448.9,5,4,2,11,Loyal,0,Regular Customers,0
253,3,215.72,1,4,1,6,At Risk,1,At Risk Customers,0
1,25,11025.24,5,5,5,15,Champion,3,Loyal Customers,0
236,1,175.27,1,2,1,4,At Risk,1,At Risk Customers,0
7,2,1242.3,5,3,4,12,Loyal,0,Regular Customers,0
109,4,1116.68,2,4,4,10,Loyal,0,Regular Customers,0
100,3,1240.2,2,4,4,10,Loyal,0,Regular Customers,0
60,4,2404.17,3,4,5,12,Loyal,0,Regular Customers,0
2,3,1468.02,5,4,4,13,Champion,0,Regular Customers,0
73,7,2203.67,2,5,5,12,Loyal,0,Regular Customers,0
4,5,3923.86,5,4,5,14,Champion,0,Regular Customers,0
85,2,993.18,2,3,4,9,Potential,0,Regular Customers,0
12,2,386.69,5,3,2,10,Loyal,0,Regular Customers,0
23,7,2806.69,4,5,5,14,Champion,0,Regular Customers,0
214,1,2044.37,1,2,4,7,Potential,1,At Risk Customers,0
18,1,161.67000000000002,4,2,1,7,Potential,0,Regular Customers,0
239,1,116.01,1,2,1,4,At Risk,1,At Risk Customers,0
2,6,5054.42,5,5,5,15,Champion,0,Regular Customers,0
78,1,394.72,2,2,2,6,At Risk,0,Regular Customers,0
217,2,309.36,1,3,2,6,At Risk,1,At Risk Customers,0
33,2,191.99,4,3,1,8,Potential,0,Regular Customers,0
41,5,1105.78,3,4,4,11,Loyal,0,Regular Customers,0
7,15,3961.12,5,5,5,15,Champion,3,Loyal Customers,0
53,6,2048.45,3,5,4,12,Loyal,0,Regular Customers,0
23,14,4544.55,4,5,5,14,Champion,0,Regular Customers,0
57,1,386.32,3,2,2,7,Potential,0,Regular Customers,0
130,3,329.6,2,4,2,8,Potential,0,Regular Customers,0
174,3,571.1999999999999,2,4,3,9,Potential,1,At Risk Customers,0
6,3,930.28,5,4,3,12,Loyal,0,Regular Customers,0
312,1,214.37,1,2,1,4,At Risk,1,At Risk Customers,0
60,1,81.44,3,2,1,6,At Risk,0,Regular Customers,0
21,3,1379.9,4,4,4,12,Loyal,0,Regular Customers,0
