Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
31,4,1066.1499999999999,4,4,4,12,Loyal
8,4,627.13,5,4,3,12,Loyal
72,2,518.28,3,3,3,9,Potential
4,4,653.19,5,4,3,12,Loyal
256,3,4959.1,1,3,5,9,Potential
5,10,2557.18,5,5,5,15,Champion
16,8,4274.16,4,5,5,14,Champion
90,1,252.73000000000002,2,1,2,5,At Risk
72,3,429.56,3,3,2,8,Potential
59,6,685.74,3,5,3,11,Loyal
10,47,19766.59,5,5,5,15,Champion
170,1,179.93,2,1,1,4,At Risk
199,1,135.93,1,1,1,3,At Risk
31,1,537.0,4,1,3,8,Potential
19,17,7634.7300000000005,4,5,5,14,Champion
152,2,735.66,2,3,3,8,Potential
9,15,5090.42,5,5,5,15,Champion
270,1,343.62,1,1,2,4,At Risk
65,4,381.0,3,4,2,9,Potential
274,1,121.17000000000002,1,1,1,3,At Risk
25,3,1737.69,4,3,4,11,Loyal
23,3,1383.3600000000001,4,3,4,11,Loyal
319,1,207.73000000000002,1,1,1,3,At Risk
5,3,693.95,5,3,3,11,Loyal
12,2,302.1,5,3,2,10,Loyal
275,2,1489.5,1,3,4,8,Potential
25,11,2102.54,4,5,5,14,Champion
41,9,1337.72,3,5,4,12,Loyal
8,4,294.25,5,4,2,11,Loyal
4,48,54534.14,5,5,5,15,Champion
71,4,987.86,3,4,4,11,Loyal
213,1,370.79999999999995,1,1,2,4,At Risk
38,4,3158.13,3,4,5,12,Loyal
53,1,893.59,3,1,3,7,Potential
78,3,1744.76,2,3,4,9,Potential
46,2,553.36,3,3,3,9,Potential
179,1,1109.53,2,1,4,7,Potential
373,1,106.2,1,1,1,3,At Risk
94,2,982.07,2,3,4,9,Potential
10,3,1043.41,5,3,4,12,Loyal
105,1,735.67,2,1,3,6,At Risk
78,1,773.03,2,1,3,6,At Risk
173,1,880.85,2,1,3,6,At Risk
7,32,9743.11,5,5,5,15,Champion
213,4,895.61,1,4,3,8,Potential
22,5,504.8,4,4,3,11,Loyal
257,1,88.2,1,1,1,3,At Risk
282,1,306.94,1,1,2,4,At Risk
21,2,1160.07,4,3,4,11,Loyal
10,6,2420.84,5,5,5,15,Champion
308,1,381.32,1,1,2,4,At Risk
68,1,480.71,3,1,2,6,At Risk
215,2,457.81,1,3,2,6,At Risk
18,6,4597.02,4,5,5,14,Champion
104,4,1370.6,2,4,4,10,Loyal
43,1,219.39000000000001,3,1,1,5,At Risk
4,1,248.08,5,1,1,7,Potential
182,3,39916.5,1,3,5,9,Potential
84,1,410.48,2,1,2,5,At Risk
334,3,876.0,1,3,3,7,Potential
9,2,317.53,5,3,2,10,Loyal
31,2,703.36,4,3,3,10,Loyal
197,2,993.54,1,3,4,8,Potential
18,7,2298.93,4,5,5,14,Champion
18,5,1422.52,4,4,4,12,Loyal
311,6,319.5,1,5,2,8,Potential
142,4,1300.25,2,4,4,10,Loyal
246,1,484.95,1,1,2,4,At Risk
24,4,996.1,4,4,4,12,Loyal
29,3,1567.48,4,3,4,11,Loyal
10,3,3509.43,5,3,5,13,Champion
30,10,2760.56,4,5,5,14,Champion
18,1,340.11,4,1,2,7,Potential
18,4,1352.75,4,4,4,12,Loyal
15,5,1551.78,4,4,4,12,Loyal
134,1,244.8,2,1,1,4,At Risk
246,1,266.4,1,1,2,4,At Risk
134,1,358.82,2,1,2,5,At Risk
50,2,457.72,3,3,2,8,Potential
114,3,1633.78,2,3,4,9,Potential
7,2,2199.31,5,3,5,13,Champion
23,2,184.19,4,3,1,8,Potential
25,15,11528.48,4,5,5,14,Champion
66,1,406.53,3,1,2,6,At Risk
60,4,1471.0,3,4,4,11,Loyal
50,11,3447.4,3,5,5,13,Champion
170,1,330.11,2,1,2,5,At Risk
18,5,977.9300000000001,4,4,4,12,Loyal
128,3,982.42,2,3,4,9,Potential
15,8,1387.99,4,5,4,13,Champion
239,1,139.05,1,1,1,3,At Risk
3,4,1286.7,5,4,4,13,Champion
240,2,178.96,1,3,1,5,At Risk
52,7,2354.25,3,5,5,13,Champion
46,1,498.74,3,1,3,7,Potential
226,1,259.45,1,1,2,4,At Risk
8,17,6580.44,5,5,5,15,Champion
4,4,1194.73,5,4,4,13,Champion
165,2,1327.16,2,3,4,9,Potential
240,1,623.5,1,1,3,5,At Risk
11,1,301.29,5,1,2,8,Potential
134,1,520.8000000000001,2,1,3,6,At Risk
17,10,5291.33,4,5,5,14,Champion
10,13,4745.69,5,5,5,15,Champion
31,1,329.25,4,1,2,7,Potential
75,1,254.28,2,1,2,5,At Risk
1,3,961.49,5,3,4,12,Loyal
4,3,1936.07,5,3,4,12,Loyal
45,1,401.40000000000003,3,1,2,6,At Risk
2,30,18641.010000000002,5,5,5,15,Champion
357,1,158.16,1,1,1,3,At Risk
18,2,304.47,4,3,2,9,Potential
69,3,824.58,3,3,3,9,Potential
373,1,487.75,1,1,3,5,At Risk
321,1,158.8,1,1,1,3,At Risk
26,1,106.56,4,1,1,6,At Risk
331,1,1289.5,1,1,4,6,At Risk
9,5,1624.05,5,4,4,13,Champion
323,1,135.75,1,1,1,3,At Risk
72,1,224.14,3,1,1,5,At Risk
260,1,40.5,1,1,1,3,At Risk
18,5,2206.95,4,4,5,13,Champion
367,1,87.5,1,1,1,3,At Risk
66,3,689.4799999999999,3,3,3,9,Potential
154,2,622.85,2,3,3,8,Potential
29,2,402.2,4,3,2,9,Potential
70,1,310.62,3,1,2,6,At Risk
14,2,411.41,4,3,2,9,Potential
2,16,4777.18,5,5,5,15,Champion
1,41,16225.39,5,5,5,15,Champion
120,3,1044.32,2,3,4,9,Potential
61,1,499.32,3,1,3,7,Potential
3,15,7616.53,5,5,5,15,Champion
3,1,3861.0,5,1,5,11,Loyal
11,3,1079.6100000000001,5,3,4,12,Loyal
92,2,193.64,2,3,1,6,At Risk
59,4,1268.7,3,4,4,11,Loyal
87,5,1236.54,2,4,4,10,Loyal
26,6,1827.8,4,5,4,13,Champion
357,1,316.58,1,1,2,4,At Risk
85,2,653.24,2,3,3,8,Potential
10,4,420.29999999999995,5,4,2,11,Loyal
1,5,870.12,5,4,3,12,Loyal
225,1,331.18,1,1,2,4,At Risk
60,2,894.4100000000001,3,3,3,9,Potential
241,1,101.8,1,1,1,3,At Risk
319,2,328.35,1,3,2,6,At Risk
2,8,1661.44,5,5,4,14,Champion
47,3,734.94,3,3,3,9,Potential
88,1,96.6,2,1,1,4,At Risk
11,11,5756.89,5,5,5,15,Champion
176,1,305.75,2,1,2,5,At Risk
52,6,1778.96,3,5,4,12,Loyal
366,1,403.25,1,1,2,4,At Risk
319,1,585.0,1,1,3,5,At Risk
226,2,755.75,1,3,3,7,Potential
358,2,322.08,1,3,2,6,At Risk
234,1,409.40000000000003,1,1,2,4,At Risk
311,1,154.41,1,1,1,3,At Risk
37,5,1219.4,3,4,4,11,Loyal
66,4,3386.71,3,4,5,12,Loyal
239,2,429.6,1,3,2,6,At Risk
113,2,612.06,2,3,3,8,Potential
277,1,197.0,1,1,1,3,At Risk
218,12,2247.51,1,5,5,11,Loyal
299,1,321.05,1,1,2,4,At Risk
2,4,1412.32,5,4,4,13,Champion
29,3,1071.99,4,3,4,11,Loyal
10,2,780.59,5,3,3,11,Loyal
45,5,1706.57,3,4,4,11,Loyal
67,8,1756.44,3,5,4,12,Loyal
74,1,316.68,2,1,2,5,At Risk
65,2,631.57,3,3,3,9,Potential
134,3,2515.84,2,3,5,10,Loyal
238,2,514.15,1,3,3,7,Potential
122,1,356.0,2,1,2,5,At Risk
32,13,6688.46,4,5,5,14,Champion
9,11,10484.99,5,5,5,15,Champion
36,2,740.78,3,3,3,9,Potential
16,5,918.1999999999999,4,4,3,11,Loyal
127,1,300.36,2,1,2,5,At Risk
67,1,890.85,3,1,3,7,Potential
149,1,98.45,2,1,1,4,At Risk
283,1,317.15,1,1,2,4,At Risk
169,2,623.16,2,3,3,8,Potential
100,7,1810.77,2,5,4,11,Loyal
135,1,254.82,2,1,2,5,At Risk
324,1,178.95000000000002,1,1,1,3,At Risk
107,1,156.51,2,1,1,4,At Risk
64,1,393.74,3,1,2,6,At Risk
151,2,1506.1200000000001,2,3,4,9,Potential
338,1,119.3,1,1,1,3,At Risk
22,5,1717.36,4,4,4,12,Loyal
24,1,408.8,4,1,2,7,Potential
16,7,2379.49,4,5,5,14,Champion
7,15,2493.34,5,5,5,15,Champion
57,2,721.94,3,3,3,9,Potential
4,2,716.57,5,3,3,11,Loyal
38,1,615.14,3,1,3,7,Potential
66,1,128.63,3,1,1,5,At Risk
47,1,255.89999999999998,3,1,2,6,At Risk
355,1,290.51,1,1,2,4,At Risk
172,1,113.12,2,1,1,4,At Risk
59,9,2332.15,3,5,5,13,Champion
50,1,240.55,3,1,1,5,At Risk
22,2,486.69,4,3,2,9,Potential
43,5,2306.52,3,4,5,12,Loyal
29,3,939.78,4,3,4,11,Loyal
5,18,7943.22,5,5,5,15,Champion
26,15,4668.3,4,5,5,14,Champion
201,1,178.39,1,1,1,3,At Risk
51,6,3672.86,3,5,5,13,Champion
10,3,641.94,5,3,3,11,Loyal
2,12,4799.9,5,5,5,15,Champion
67,7,4507.01,3,5,5,13,Champion
64,1,496.44,3,1,3,7,Potential
51,12,5049.95,3,5,5,13,Champion
290,1,574.02,1,1,3,5,At Risk
61,8,694.4000000000001,3,5,3,11,Loyal
64,3,1174.35,3,3,4,10,Loyal
96,1,205.3,2,1,1,4,At Risk
274,1,310.47,1,1,2,4,At Risk
1,91,60632.75,5,5,5,15,Champion
75,4,924.85,2,4,3,9,Potential
110,1,52.0,2,1,1,4,At Risk
199,1,327.97,1,1,2,4,At Risk
64,2,570.5,3,3,3,9,Potential
327,1,165.0,1,1,1,3,At Risk
4,1,312.62,5,1,2,8,Potential
284,1,204.5,1,1,1,3,At Risk
44,1,267.13,3,1,2,6,At Risk
71,3,2748.31,3,3,5,11,Loyal
86,1,679.68,2,1,3,6,At Risk
104,1,161.74,2,1,1,4,At Risk
334,1,311.71,1,1,2,4,At Risk
53,1,208.75,3,1,1,5,At Risk
39,3,1049.7,3,3,4,10,Loyal
32,2,714.96,4,3,3,10,Loyal
366,4,1661.06,1,4,4,9,Potential
208,1,1028.56,1,1,4,6,At Risk
157,3,350.82,2,3,2,7,Potential
54,1,170.22,3,1,1,5,At Risk
66,2,574.07,3,3,3,9,Potential
81,1,2020.52,2,1,4,7,Potential
130,1,406.09,2,1,2,5,At Risk
87,1,364.5,2,1,2,5,At Risk
1,3,563.94,5,3,3,11,Loyal
46,1,393.54,3,1,2,6,At Risk
333,1,252.42000000000002,1,1,2,4,At Risk
366,1,201.60000000000002,1,1,1,3,At Risk
72,1,158.04,3,1,1,5,At Risk
158,2,463.90999999999997,2,3,2,7,Potential
373,1,115.65,1,1,1,3,At Risk
12,7,1934.66,5,5,4,14,Champion
255,2,770.12,1,3,3,7,Potential
29,2,277.05,4,3,2,9,Potential
31,10,2718.03,4,5,5,14,Champion
5,22,8347.2,5,5,5,15,Champion
40,1,427.93,3,1,2,6,At Risk
362,1,418.92,1,1,2,4,At Risk
373,1,326.0,1,1,2,4,At Risk
96,2,913.19,2,3,3,8,Potential
26,7,2314.32,4,5,5,14,Champion
75,2,602.51,2,3,3,8,Potential
57,4,1877.59,3,4,4,11,Loyal
21,1,446.94000000000005,4,1,2,7,Potential
41,7,2386.05,3,5,5,13,Champion
137,1,2007.3999999999999,2,1,4,7,Potential
8,12,2415.91,5,5,5,15,Champion
129,1,168.0,2,1,1,4,At Risk
40,3,1221.56,3,3,4,10,Loyal
169,7,3703.29,2,5,5,12,Loyal
9,5,1690.2600000000002,5,4,4,13,Champion
214,2,596.85,1,3,3,7,Potential
15,6,5955.71,4,5,5,14,Champion
170,2,642.41,2,3,3,8,Potential
40,1,316.88,3,1,2,6,At Risk
186,1,394.14,1,1,2,4,At Risk
270,1,140.54,1,1,1,3,At Risk
172,1,500.0,2,1,3,6,At Risk
5,4,1535.53,5,4,4,13,Champion
16,2,231.86,4,3,1,8,Potential
10,4,2183.54,5,4,5,14,Champion
326,1,107.45,1,1,1,3,At Risk
113,1,288.18,2,1,2,5,At Risk
290,1,94.0,1,1,1,3,At Risk
16,2,1345.53,4,3,4,11,Loyal
1,3,815.77,5,3,3,11,Loyal
92,5,716.2,2,4,3,9,Potential
149,2,626.77,2,3,3,8,Potential
189,1,349.1,1,1,2,4,At Risk
31,2,510.71000000000004,4,3,3,10,Loyal
34,4,1046.74,3,4,4,11,Loyal
264,1,267.18,1,1,2,4,At Risk
84,8,3450.84,2,5,5,12,Loyal
26,4,1348.93,4,4,4,12,Loyal
171,1,190.53,2,1,1,4,At Risk
10,3,774.9000000000001,5,3,3,11,Loyal
313,1,559.61,1,1,3,5,At Risk
65,4,3984.32,3,4,5,12,Loyal
85,1,508.8,2,1,3,6,At Risk
25,1,135.86,4,1,1,6,At Risk
59,4,950.36,3,4,4,11,Loyal
323,2,97.7,1,3,1,5,At Risk
38,1,43.5,3,1,1,5,At Risk
254,2,383.34,1,3,2,6,At Risk
19,5,1404.07,4,4,4,12,Loyal
33,3,1430.54,4,3,4,11,Loyal
15,1,93.78,4,1,1,6,At Risk
27,2,397.35,4,3,2,9,Potential
23,1,171.19,4,1,1,6,At Risk
214,2,533.3,1,3,3,7,Potential
8,5,1041.48,5,4,4,13,Champion
22,1,149.29,4,1,1,6,At Risk
12,3,1067.75,5,3,4,12,Loyal
262,1,200.16,1,1,1,3,At Risk
131,1,156.57999999999998,2,1,1,4,At Risk
55,3,383.68,3,3,2,8,Potential
249,1,594.0,1,1,3,5,At Risk
2,7,3213.59,5,5,5,15,Champion
9,2,1411.21,5,3,4,12,Loyal
264,1,113.5,1,1,1,3,At Risk
331,1,155.17,1,1,1,3,At Risk
313,1,494.64,1,1,3,5,At Risk
26,3,974.52,4,3,4,11,Loyal
30,1,429.84,4,1,2,7,Potential
30,3,528.48,4,3,3,10,Loyal
2,7,1371.77,5,5,4,14,Champion
362,1,179.1,1,1,1,3,At Risk
283,3,434.59000000000003,1,3,2,6,At Risk
262,1,237.07,1,1,1,3,At Risk
25,1,161.64,4,1,1,6,At Risk
354,1,214.26,1,1,1,3,At Risk
94,3,234.6,2,3,1,6,At Risk
29,1,126.14,4,1,1,6,At Risk
338,1,1044.65,1,1,4,6,At Risk
20,18,7354.62,4,5,5,14,Champion
85,1,334.53,2,1,2,5,At Risk
9,3,524.88,5,3,3,11,Loyal
51,2,467.51,3,3,2,8,Potential
50,2,538.55,3,3,3,9,Potential
2,1,454.48,5,1,2,8,Potential
113,1,371.56,2,1,2,5,At Risk
14,7,1771.2,4,5,4,13,Champion
77,1,454.10999999999996,2,1,2,5,At Risk
40,2,1399.92,3,3,4,10,Loyal
116,1,905.5,2,1,3,6,At Risk
16,12,10879.76,4,5,5,14,Champion
161,4,225.26,2,4,1,7,Potential
1,4,3590.41,5,4,5,14,Champion
30,3,2564.5,4,3,5,12,Loyal
93,1,91.32000000000001,2,1,1,4,At Risk
23,3,1134.28,4,3,4,11,Loyal
95,6,3100.09,2,5,5,12,Loyal
28,2,659.4599999999999,4,3,3,10,Loyal
33,5,1953.41,4,4,4,12,Loyal
21,2,1280.58,4,3,4,11,Loyal
18,2,1262.2,4,3,4,11,Loyal
3,27,13316.4,5,5,5,15,Champion
8,4,1131.56,5,4,4,13,Champion
16,12,10384.93,4,5,5,14,Champion
363,1,141.04,1,1,1,3,At Risk
81,1,52.83,2,1,1,4,At Risk
53,5,3610.96,3,4,5,12,Loyal
23,3,972.08,4,3,4,11,Loyal
172,1,475.86,2,1,2,5,At Risk
189,6,1000.27,1,5,4,10,Loyal
331,1,250.0,1,1,2,4,At Risk
12,5,900.53,5,4,3,12,Loyal
156,2,121.0,2,3,1,6,At Risk
33,19,14758.220000000001,4,5,5,14,Champion
12,11,4023.7200000000003,5,5,5,15,Champion
45,3,62.43,3,3,1,7,Potential
233,1,267.03,1,1,2,4,At Risk
64,8,1921.55,3,5,4,12,Loyal
2,1,343.5,5,1,2,8,Potential
40,8,3000.2,3,5,5,13,Champion
33,2,397.99,4,3,2,9,Potential
84,1,412.01000000000005,2,1,2,5,At Risk
25,1,440.0,4,1,2,7,Potential
2,3,734.37,5,3,3,11,Loyal
33,2,148.44,4,3,1,8,Potential
19,8,2428.53,4,5,5,14,Champion
254,1,229.33,1,1,1,3,At Risk
23,11,3962.6,4,5,5,14,Champion
22,4,1497.31,4,4,4,12,Loyal
8,2,1972.39,5,3,4,12,Loyal
25,4,1564.73,4,4,4,12,Loyal
19,3,807.57,4,3,3,10,Loyal
173,4,502.9,2,4,3,9,Potential
163,1,110.92,2,1,1,4,At Risk
7,1,538.46,5,1,3,9,Potential
11,1,213.3,5,1,1,7,Potential
114,1,85.13000000000001,2,1,1,4,At Risk
288,1,127.86,1,1,1,3,At Risk
9,9,3546.71,5,5,5,15,Champion
54,2,288.96999999999997,3,3,2,8,Potential
7,14,4910.6,5,5,5,15,Champion
77,3,1681.46,2,3,4,9,Potential
4,4,575.63,5,4,3,12,Loyal
37,1,436.06,3,1,2,6,At Risk
217,1,90.12,1,1,1,3,At Risk
60,1,428.93,3,1,2,6,At Risk
278,1,217.2,1,1,1,3,At Risk
12,16,4794.86,5,5,5,15,Champion
24,1,279.77,4,1,2,7,Potential
29,1,468.91,4,1,2,7,Potential
12,4,800.59,5,4,3,12,Loyal
352,1,134.55,1,1,1,3,At Risk
22,4,1400.44,4,4,4,12,Loyal
50,2,173.16,3,3,1,7,Potential
19,1,186.01,4,1,1,6,At Risk
3,3,758.29,5,3,3,11,Loyal
104,5,1375.71,2,4,4,10,Loyal
7,12,4148.82,5,5,5,15,Champion
12,4,650.4300000000001,5,4,3,12,Loyal
5,7,2533.42,5,5,5,15,Champion
32,2,591.1899999999999,4,3,3,10,Loyal
178,4,675.64,2,4,3,9,Potential
38,1,921.37,3,1,3,7,Potential
151,3,258.88,2,3,2,7,Potential
162,1,127.1,2,1,1,4,At Risk
69,2,327.6,3,3,2,8,Potential
121,13,3675.77,2,5,5,12,Loyal
25,3,682.9100000000001,4,3,3,10,Loyal
24,4,720.86,4,4,3,11,Loyal
177,1,455.3,2,1,2,5,At Risk
50,4,913.6800000000001,3,4,3,10,Loyal
256,3,478.53000000000003,1,3,2,6,At Risk
47,1,388.58,3,1,2,6,At Risk
71,1,199.8,3,1,1,5,At Risk
16,5,1771.78,4,4,4,12,Loyal
101,5,1406.59,2,4,4,10,Loyal
35,1,324.57,3,1,2,6,At Risk
53,1,240.68,3,1,1,5,At Risk
27,2,761.74,4,3,3,10,Loyal
11,14,6776.56,5,5,5,15,Champion
8,9,1297.8700000000001,5,5,4,14,Champion
79,1,48.480000000000004,2,1,1,4,At Risk
52,1,216.39,3,1,1,5,At Risk
36,5,1198.23,3,4,4,11,Loyal
61,9,2920.16,3,5,5,13,Champion
337,1,104.76,1,1,1,3,At Risk
28,4,1093.68,4,4,4,12,Loyal
184,1,298.48,1,1,2,4,At Risk
52,1,112.46000000000001,3,1,1,5,At Risk
10,13,1591.45,5,5,4,14,Champion
36,2,195.15,3,3,1,7,Potential
10,23,10399.74,5,5,5,15,Champion
33,4,776.851,4,4,3,11,Loyal
11,1,336.40000000000003,5,1,2,8,Potential
57,3,1553.18,3,3,4,10,Loyal
4,4,1293.03,5,4,4,13,Champion
43,9,3709.56,3,5,5,13,Champion
141,1,301.03,2,1,2,5,At Risk
117,4,588.13,2,4,3,9,Potential
104,4,1534.26,2,4,4,10,Loyal
75,2,675.8,2,3,3,8,Potential
5,9,2870.2400000000002,5,5,5,15,Champion
45,2,1186.35,3,3,4,10,Loyal
16,8,3285.31,4,5,5,14,Champion
17,1,243.55,4,1,1,6,At Risk
90,2,724.76,2,3,3,8,Potential
53,1,223.36,3,1,1,5,At Risk
134,1,425.32,2,1,2,5,At Risk
4,15,12416.11,5,5,5,15,Champion
105,4,1887.2,2,4,4,10,Loyal
192,3,664.0,1,3,3,7,Potential
166,4,803.54,2,4,3,9,Potential
19,1,612.01,4,1,3,8,Potential
158,3,447.64000000000004,2,3,2,7,Potential
204,2,639.5,1,3,3,7,Potential
336,2,816.0,1,3,3,7,Potential
37,3,646.3,3,3,3,9,Potential
91,1,337.74,2,1,2,5,At Risk
93,2,877.4399999999999,2,3,3,8,Potential
9,2,922.53,5,3,3,11,Loyal
243,1,560.67,1,1,3,5,At Risk
45,4,748.5,3,4,3,10,Loyal
23,1,30.0,4,1,1,6,At Risk
190,5,1024.1000000000001,1,4,4,9,Potential
44,1,306.45,3,1,2,6,At Risk
25,9,1600.86,4,5,4,13,Champion
317,2,309.8,1,3,2,6,At Risk
106,1,138.14,2,1,1,4,At Risk
51,1,386.43,3,1,2,6,At Risk
168,2,2222.21,2,3,5,10,Loyal
40,1,301.32,3,1,2,6,At Risk
218,1,76.32000000000001,1,1,1,3,At Risk
40,4,684.34,3,4,3,10,Loyal
297,1,173.05,1,1,1,3,At Risk
19,7,2657.13,4,5,5,14,Champion
88,4,2726.23,2,4,5,11,Loyal
73,5,2446.6,2,4,5,11,Loyal
81,3,323.69,2,3,2,7,Potential
19,3,3435.76,4,3,5,12,Loyal
49,1,657.23,3,1,3,7,Potential
53,1,352.7,3,1,2,6,At Risk
24,4,781.28,4,4,3,11,Loyal
9,3,1333.68,5,3,4,12,Loyal
25,5,1426.16,4,4,4,12,Loyal
117,1,193.75,2,1,1,4,At Risk
9,9,2993.1,5,5,5,15,Champion
120,2,254.1,2,3,2,7,Potential
4,2,239.76,5,3,1,9,Potential
252,1,136.8,1,1,1,3,At Risk
28,1,191.04,4,1,1,6,At Risk
1,14,6479.4,5,5,5,15,Champion
267,2,409.98,1,3,2,6,At Risk
33,8,2711.11,4,5,5,14,Champion
18,1,309.65,4,1,2,7,Potential
172,2,696.68,2,3,3,8,Potential
2,4,1529.0,5,4,4,13,Champion
265,1,211.5,1,1,1,3,At Risk
140,4,2293.62,2,4,5,11,Loyal
201,1,143.1,1,1,1,3,At Risk
64,4,1060.56,3,4,4,11,Loyal
35,4,916.98,3,4,3,10,Loyal
41,7,3235.25,3,5,5,13,Champion
284,1,133.25,1,1,1,3,At Risk
9,5,1072.3600000000001,5,4,4,13,Champion
143,2,356.7,2,3,2,7,Potential
12,2,330.03000000000003,5,3,2,10,Loyal
146,4,1101.1100000000001,2,4,4,10,Loyal
234,1,150.3,1,1,1,3,At Risk
33,13,5030.07,4,5,5,14,Champion
24,1,598.73,4,1,3,8,Potential
12,1,471.40000000000003,5,1,2,8,Potential
36,5,2211.21,3,4,5,12,Loyal
365,1,190.7,1,1,1,3,At Risk
201,2,218.25,1,3,1,5,At Risk
15,1,415.25,4,1,2,7,Potential
17,7,5159.06,4,5,5,14,Champion
213,1,85.0,1,1,1,3,At Risk
66,3,1120.88,3,3,4,10,Loyal
212,2,294.12,1,3,2,6,At Risk
283,1,162.3,1,1,1,3,At Risk
115,2,1339.45,2,3,4,9,Potential
15,8,1188.1200000000001,4,5,4,13,Champion
19,16,4812.42,4,5,5,14,Champion
66,1,449.12,3,1,2,6,At Risk
49,1,154.88,3,1,1,5,At Risk
16,4,775.96,4,4,3,11,Loyal
78,1,34.8,2,1,1,4,At Risk
19,4,1094.59,4,4,4,12,Loyal
134,1,196.88,2,1,1,4,At Risk
13,3,946.64,5,3,4,12,Loyal
40,1,144.36,3,1,1,5,At Risk
235,3,44534.3,1,3,5,9,Potential
3,8,2463.05,5,5,5,15,Champion
40,7,2626.6,3,5,5,13,Champion
305,1,79.2,1,1,1,3,At Risk
51,3,458.57,3,3,2,8,Potential
10,6,2364.25,5,5,5,15,Champion
61,4,528.01,3,4,3,10,Loyal
66,2,714.42,3,3,3,9,Potential
25,1,205.25,4,2,1,7,Potential
218,3,253.04,1,3,2,6,At Risk
65,2,583.75,3,3,3,9,Potential
32,2,1086.92,4,3,4,11,Loyal
88,6,3279.97,2,5,5,12,Loyal
64,1,315.06,3,2,2,7,Potential
116,3,621.8299999999999,2,4,3,9,Potential
7,26,56252.72,5,5,5,15,Champion
6,1,635.6800000000001,5,2,3,10,Loyal
69,1,270.8,3,2,2,7,Potential
245,1,104.9,1,2,1,4,At Risk
133,1,241.62,2,2,1,5,At Risk
241,4,1047.11,1,4,4,9,Potential
184,3,475.28000000000003,1,4,2,7,Potential
25,3,345.46,4,4,2,10,Loyal
10,3,2614.7400000000002,5,4,5,14,Champion
11,1,246.3,5,2,1,8,Potential
33,5,2328.9700000000003,4,4,5,13,Champion
46,3,4919.0,3,4,5,12,Loyal
26,3,933.26,4,4,3,11,Loyal
358,1,351.3,1,2,2,5,At Risk
10,1,218.75,5,2,1,8,Potential
44,2,1612.69,3,3,4,10,Loyal
15,3,965.61,4,4,4,12,Loyal
150,1,610.01,2,2,3,7,Potential
1,8,2708.61,5,5,5,15,Champion
113,4,2207.4,2,4,5,11,Loyal
76,3,884.14,2,4,3,9,Potential
107,2,696.89,2,3,3,8,Potential
46,3,1063.95,3,4,4,11,Loyal
143,1,451.42,2,2,2,6,At Risk
51,1,415.82000000000005,3,2,2,7,Potential
1,13,4206.39,5,5,5,15,Champion
23,17,5488.18,4,5,5,14,Champion
46,3,784.58,3,4,3,10,Loyal
50,3,903.9,3,4,3,10,Loyal
306,4,3651.27,1,4,5,10,Loyal
36,5,515.77,3,4,3,10,Loyal
79,4,1391.98,2,4,4,10,Loyal
22,6,2218.62,4,5,5,14,Champion
107,5,1801.14,2,4,4,10,Loyal
208,2,1303.9099999999999,1,3,4,8,Potential
17,4,1945.33,4,4,4,12,Loyal
64,5,2100.6,3,4,5,12,Loyal
49,4,1905.45,3,4,4,11,Loyal
320,1,206.98,1,2,1,4,At Risk
44,2,570.96,3,3,3,9,Potential
3,2,885.47,5,3,3,11,Loyal
372,1,15.0,1,2,1,4,At Risk
172,1,532.94,2,2,3,7,Potential
56,3,1654.31,3,4,4,11,Loyal
73,14,1836.0900000000001,2,5,4,11,Loyal
99,2,636.14,2,3,3,8,Potential
38,1,576.0,3,2,3,8,Potential
58,3,794.64,3,4,3,10,Loyal
254,1,836.79,1,2,3,6,At Risk
70,4,2225.15,3,4,5,12,Loyal
44,4,954.09,3,4,4,11,Loyal
50,1,137.37,3,2,1,6,At Risk
65,1,391.98,3,2,2,7,Potential
11,19,33643.08,5,5,5,15,Champion
33,3,1048.49,4,4,4,12,Loyal
59,2,355.56,3,3,2,8,Potential
73,4,1224.06,2,4,4,10,Loyal
304,1,118.95000000000002,1,2,1,4,At Risk
46,1,130.73999999999998,3,2,1,6,At Risk
18,8,3711.77,4,5,5,14,Champion
38,2,389.27,3,3,2,8,Potential
19,2,234.88,4,3,1,8,Potential
187,2,160.71,1,3,1,5,At Risk
52,1,110.8,3,2,1,6,At Risk
4,12,2969.12,5,5,5,15,Champion
137,5,712.24,2,4,3,9,Potential
4,27,16143.64,5,5,5,15,Champion
19,1,297.0,4,2,2,8,Potential
16,5,1427.57,4,4,4,12,Loyal
41,8,965.16,3,5,4,12,Loyal
12,8,3146.92,5,5,5,15,Champion
8,4,832.88,5,4,3,12,Loyal
26,2,68.84,4,3,1,8,Potential
22,6,1936.3200000000002,4,5,4,13,Champion
41,3,895.13,3,4,3,10,Loyal
101,1,211.89,2,2,1,5,At Risk
5,15,3810.14,5,5,5,15,Champion
277,2,149.64,1,3,1,5,At Risk
33,1,351.44,4,2,2,8,Potential
15,2,316.25,4,3,2,9,Potential
64,7,4405.88,3,5,5,13,Champion
2,2,490.33,5,3,3,11,Loyal
369,1,329.03000000000003,1,2,2,5,At Risk
312,5,501.39000000000004,1,4,3,8,Potential
199,4,516.36,1,4,3,8,Potential
2,2,396.48,5,3,2,10,Loyal
93,3,379.35,2,4,2,8,Potential
60,1,181.09,3,2,1,6,At Risk
81,1,168.31,2,2,1,5,At Risk
